,content,type
2112, love stupid love terrible mountain rather monsoon imperfect thunder love blue face swallowing yet wearing best heart even best heart century hunger angry mule breathing hard perhaps even hopeful small sun little bright fern gather water seldom go unless storm swell world wise choice loud trickle clear tongue stream licking edge rock ahead curve hide tomorrow crystal ball thing afraid admit guarantee,Nature
2113, small blue vase art art forget knit wave mind fomented dirt brazenly rose four wrenching loss dusk conjugated lullaby hear red tulip searing air understand color way parse shy boson coral dying man burning eye said leaned conspiratorial,Nature
2114, 1 forest run one within another ’ s heart appears deeply rooted half dead drowning sucking sun 2 hate say stable easily disrupted easily disrupted cloud even clearest day come know turned turned turned round 3 want spark heat body heart heart heart heart heart body whole body heart want slow tinker want slow way downdowndown gentle timber fall 4 pioneer take part beginning something come tired shepherding heart help believe come near willing give come bury,Nature
2115, sometimes heat snow want cry pleasure pain like bell wind holding listening inbetween despite abyss edge table hell mulgrew miller play like big bad spider hand,Nature
2116, energy mineral resource made congressman look ridge behind house blasted child got nosebleed dust play inside moaning nowhere go valley near house filled debris everywhere soil pressed sidewalk led son daughter house slipping mud earth sliding away,Nature
2117, redwinged blackbird cattail pond— today kicked flipped wing sand saw sheared flicker yesterday rain left snow tesuque peak river widen dwindle step house notice antler mounted wall behind u tendayold,Nature
2118, old friend yet sat outside dirty burger joint hard light window as crack afternoon mountain distance i ’ d played trick you ’ d played trick highway home coming going,Nature
2119, first day god made something everything came along second sex beast breath rabies hunger healing lust lust ’ s rejection swarming thing swarm inside dirt girth grind grit shit shit ’ s function ring inside treetrunk branch broken snow pig ’ heart star mystery suspense stingray insect blood interest death eventually u virus lament curiosity song madeup story song story we ’ ve forgotten we ’ ve forgotten we ’ ve forgotten hold together god made time rhyming season display decay,Nature
2120, whose wood think know house village though see stopping watch wood fill snow little horse must think queer stop without farmhouse near wood frozen lake darkest evening year give harness bell shake ask mistake sound sweep easy wind downy flake wood lovely dark deep promise keep mile go sleep mile go sleep go mowing field headless aftermath smoothlaid like thatch heavy dew half close garden path come garden ground whir sober bird tangle withered weed sadder word tree beside wall standsthe way crow shook dust snow hemlock tree given heart change mood saved part day rued,Nature
2121, 1 muddled stillness summer sun punched yellow jacket nest cavernous paper valved like parched heart let beat outside body dark cradle living part 2 glare sears seeing something move corner tumbling silk sack stillness shift streak tiny particular pained relation experience still still invisible settle tell edge belong 3 river bare aspiring edge killing arrow feathered wing third river form pain ’ s lit taper drip soft lip vision effacing radiates late silty light life slowly bottoming thought time call skirling ghost count like bead abacus disappointment day began order accepted crisply phone also moveyou bowed head shed another season antler foot year fall asleep lullaby doll cottonstuffed frayed ear damp sleep saliva scalp knotted yarn milkbreath yawn birth torn ticket stub sugar cone wrapped,Nature
